mode,precision,layer,depth,head,query_cosine_d5,memory_raw_logit,memory_effective_logit,memory_vs_max_other,memory_attention_weight,fixed_d5_query_content_logit,fixed_d5_query_memory_minus_blank_logit
phase2,fp32,0,3,5,1.0,38.42536544799805,34.26648712158203,38.82501983642578,0.9999985694885254,38.42536851283471,-0.000320538231009973
phase2,fp32,0,3,6,1.0,-1.032393217086792,-5.1912760734558105,-6.261287212371826,0.0049436078406870365,-1.0323931686801529,-2.100565166777467
phase2,fp32,0,3,7,1.0,-7.129286289215088,-11.288168907165527,-19.22774887084961,1.7959690978841536e-07,-7.129286054252899,0.03230706311904215
phase2,fp32,1,3,0,0.999946871801422,132.48699951171875,128.32810974121094,-384.3738708496094,0.0,133.54473845788874,-13.604755742372216
phase2,fp32,1,3,1,0.9999465849082574,47.86375427246094,43.70487594604492,89.63218688964844,1.0,47.71102629646221,60.538331975866775
phase2,fp32,1,3,2,0.9998507509872059,44.72471237182617,40.565834045410156,54.305137634277344,0.9237119555473328,44.814711246518215,60.32991615751259
phase2,fp32,1,3,3,0.9999544601394664,73.70792388916016,69.54903411865234,90.02547454833984,1.0,73.62462422256141,70.44693718873353
phase2,fp32,1,3,4,0.9999705881098567,-413.96923828125,-418.1280822753906,-616.3465576171875,0.0,-414.80627050271744,-5.294650038021034
phase2,fp32,1,3,5,0.9998142442301361,69.14015197753906,64.98126220703125,58.051795959472656,0.7586392164230347,69.1354681732938,105.98687090424855
phase2,fp32,1,3,6,0.9999161488523457,37.30707550048828,33.148193359375,86.10212707519531,1.0,37.36064878857016,51.290925504349524
phase2,fp32,1,3,7,0.9999611506281207,-207.4897918701172,-211.648681640625,-271.6279602050781,0.0,-206.87184049107137,1.3809311339706958
phase2,fp32,0,4,0,1.0,-3.5676283836364746,-9.112805366516113,-11.444035530090332,9.329807653557509e-05,-3.5676281084574013,0.0056522891237507835
phase2,fp32,0,4,1,1.0,-4.386289119720459,-9.931467056274414,-12.76747989654541,7.046857263048878e-06,-4.3862891889205,0.016798469217369855
phase2,fp32,0,4,2,1.0,7.3904709815979,1.845293402671814,0.6826443076133728,0.5940667390823364,7.390470829438518,-2.987847004947591
phase2,fp32,0,4,3,1.0,-49.055625915527344,-54.600807189941406,-134.4010467529297,8.407790785948902e-44,-49.05562769191941,-4.709595394442878e-05
phase2,fp32,0,4,4,1.0,-5.179186820983887,-10.724364280700684,-24.24899673461914,1.0308871978281786e-08,-5.179186949520715,-3.144148302760514
phase2,fp32,0,4,5,1.0,38.42560577392578,32.88042449951172,37.43895721435547,0.9999942779541016,38.42560271458601,-7.967595910698261e-05
phase2,fp32,0,4,6,1.0,-0.8796693682670593,-6.424846649169922,-7.4948577880859375,0.001589814550243318,-0.8796693436753401,-1.947841270642521
phase2,fp32,0,4,7,1.0,-7.153910160064697,-12.699087142944336,-20.638668060302734,4.437124445644258e-08,-7.153910450618123,0.007683514842843854
phase2,fp32,1,4,0,0.999984196241703,133.3880615234375,127.8428726196289,-385.5456237792969,0.0,134.03980497101875,-13.081051907031584
phase2,fp32,1,4,1,0.999985495560115,47.7972297668457,42.252052307128906,88.2943344116211,1.0,47.71102629646221,60.51034040983002
